trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
517,False,"{'a': 0.07546993770969157, 'e': 0.07546993770969157}",30,16,27.685214890009576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.074154509256717183, 'e': 0.074154509256717183}",25,13,9.484399386658774,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.072849726918831903, 'e': 0.072849726918831903}",20,3,14.90322681757242,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.07155562331552634, 'e': 0.07155562331552634}",20,8,20.864324910103278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.070272230799323154, 'e': 0.070272230799323154}",25,7,6.3498256886224675,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.068999581454968262, 'e': 0.068999581454968262}",20,0,31.02775299073416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.06773770709862903, 'e': 0.06773770709862903}",20,13,12.226202142258893,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.066486639277098802, 'e': 0.066486639277098802}",25,2,36.38918211055235,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.06524640926700781, 'e': 0.06524640926700781}",20,4,24.764892986445403,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.064017048074041738, 'e': 0.064017048074041738}",25,19,-0.4490033781593694,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.062798586432166292, 'e': 0.062798586432166292}",20,0,29.669833578445473,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
528,False,"{'a': 0.061591054802859257, 'e': 0.061591054802859257}",20,0,25.100232555660966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.060394483374348384, 'e': 0.060394483374348384}",20,4,29.4270511459981,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.059208902060857049, 'e': 0.059208902060857049}",25,9,27.244568587636206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.058034340501856241, 'e': 0.058034340501856241}",25,12,23.45862441040454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.056870828061323986, 'e': 0.056870828061323986}",30,13,32.13968263961562,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.055718393827010548, 'e': 0.055718393827010548}",25,8,29.80656906192826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.054577066609711788, 'e': 0.054577066609711788}",20,0,-48.831727970277626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
535,False,"{'a': 0.053446874942548572, 'e': 0.053446874942548572}",25,3,34.350498277901266,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.052327847080253953, 'e': 0.052327847080253953}",20,0,-14.209939138074247,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
537,False,"{'a': 0.05122001099846607, 'e': 0.05122001099846607}",20,4,29.017165346641857,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.050123394393029319, 'e': 0.050123394393029319}",20,1,30.388535623047147,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.049038024679301684, 'e': 0.049038024679301684}",25,13,10.638225481932535,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.047963928991469396, 'e': 0.047963928991469396}",35,16,14.008582106138551,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.046901134181868864, 'e': 0.046901134181868864}",30,15,27.47801055647698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.045849666820314938, 'e': 0.045849666820314938}",30,18,23.133506197072588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.044809553193436824, 'e': 0.044809553193436824}",25,18,8.181339427712436,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.043780819304021001, 'e': 0.043780819304021001}",30,8,13.33750360177667,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
545,False,"{'a': 0.042763490870361243, 'e': 0.042763490870361243}",25,14,22.603072768345964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.04175759332561535, 'e': 0.04175759332561535}",20,13,12.672988900130918,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.040763151817169552, 'e': 0.040763151817169552}",25,17,15.79464351756694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.039780191206009674, 'e': 0.039780191206009674}",20,12,7.189918211479659,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.038808736066099969, 'e': 0.038808736066099969}",25,17,14.304362858651182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.037848810683768219, 'e': 0.037848810683768219}",20,8,23.770336326876613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.036900439057099055, 'e': 0.036900439057099055}",25,13,26.186706161111267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.035963644895333657, 'e': 0.035963644895333657}",20,8,24.55348553269935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.035038451618277344, 'e': 0.035038451618277344}",20,13,14.363999355372457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.034124882355713926, 'e': 0.034124882355713926}",20,10,16.244210560152045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.03322295994682728, 'e': 0.03322295994682728}",20,0,26.96142497768211,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
556,False,"{'a': 0.032332706939630584, 'e': 0.032332706939630584}",25,19,12.637651710322157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.031454145590402827, 'e': 0.031454145590402827}",25,7,-10.597186559148101,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
558,False,"{'a': 0.030587297863131913, 'e': 0.030587297863131913}",30,10,37.71733836379766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.029732185428965829, 'e': 0.029732185428965829}",25,13,24.337811378177005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.028888829665670857, 'e': 0.028888829665670857}",20,8,13.21298167199014,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.028057251657097326, 'e': 0.028057251657097326}",25,20,11.142141380930248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.027237472192652046, 'e': 0.027237472192652046}",25,20,8.085317957602381,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.026429511766778879, 'e': 0.026429511766778879}",30,14,30.942168723310786,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.025633390578446491, 'e': 0.025633390578446491}",20,12,13.120958242155815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.024849128530642972, 'e': 0.024849128530642972}",30,16,22.60899423597942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.024076745229878793, 'e': 0.024076745229878793}",25,10,26.255999687503888,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.023316259985696253, 'e': 0.023316259985696253}",25,13,22.77785183214403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.022567691810186807, 'e': 0.022567691810186807}",35,23,23.927412970399324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.021831059417515841, 'e': 0.021831059417515841}",20,12,20.223667505949834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.021106381223454818, 'e': 0.021106381223454818}",20,9,18.96347315608784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.020393675344920925, 'e': 0.020393675344920925}",25,8,31.52650239219406,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.019692959599523885, 'e': 0.019692959599523885}",25,8,13.68417401725705,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
573,False,"{'a': 0.019004251505120806, 'e': 0.019004251505120806}",30,21,18.95339773127109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01832756827937837, 'e': 0.01832756827937837}",20,11,17.942097555218673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.017662926839341841, 'e': 0.017662926839341841}",20,5,25.03320013818123,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.017010343801012628, 'e': 0.017010343801012628}",20,13,12.8796762859441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.016369835478932615, 'e': 0.016369835478932615}",25,12,16.17351827129586,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.01574141788577671, 'e': 0.01574141788577671}",20,10,18.771708111873775,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.015125106731951832, 'e': 0.015125106731951832}",20,16,6.802759004813802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.014520917425204727, 'e': 0.014520917425204727}",20,14,11.233256366273226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.013928865070236662, 'e': 0.013928865070236662}",30,13,34.55860645341373,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.013348964468325675, 'e': 0.013348964468325675}",25,14,22.724869122132915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.012781230116956643, 'e': 0.012781230116956643}",25,12,27.409522610249553,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.012225676209458691, 'e': 0.012225676209458691}",20,10,21.000134152189023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.011682316634650525, 'e': 0.011682316634650525}",20,13,12.60541869307143,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.011151164976493377, 'e': 0.011151164976493377}",20,8,20.956632913790436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.010632234513751004, 'e': 0.010632234513751004}",20,3,10.29473255491294,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
588,False,"{'a': 0.010125538219657892, 'e': 0.010125538219657892}",30,9,43.200695275005,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.0096310887615949636, 'e': 0.0096310887615949636}",20,11,17.92393853115488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.0091488985007729395, 'e': 0.0091488985007729395}",20,10,20.82987267536445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.008678979491923311, 'e': 0.008678979491923311}",25,15,19.42693099182381,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.0082213434829968013, 'e': 0.0082213434829968013}",25,18,10.470275268740762,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.0077760019148697124, 'e': 0.0077760019148697124}",30,15,29.23162625778317,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.0073429659210580978, 'e': 0.0073429659210580978}",20,6,25.539475298715608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.0069222463274393187, 'e': 0.0069222463274393187}",20,6,27.935615956661472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.0065138536519812051, 'e': 0.0065138536519812051}",30,12,38.56635424494202,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.0061177981044794327, 'e': 0.0061177981044794327}",25,3,35.446061366841846,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.0057340895863020047, 'e': 0.0057340895863020047}",20,0,29.895129318523566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
599,False,"{'a': 0.0053627376901418944, 'e': 0.0053627376901418944}",30,3,44.075592876702665,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.0050037516997772924, 'e': 0.0050037516997772924}",25,18,14.341555149610826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.0046571405898390705, 'e': 0.0046571405898390705}",25,11,27.017079087313196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.0043229130255870718, 'e': 0.0043229130255870718}",25,7,27.72438852102717,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.0040010773626928953, 'e': 0.0040010773626928953}",20,12,11.25832560783756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.0036916416470314517, 'e': 0.0036916416470314517}",20,8,21.20591537970726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.0033946136144794026, 'e': 0.0033946136144794026}",20,12,9.582181323382626,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.0031100006907222033, 'e': 0.0031100006907222033}",25,20,8.264094138991489,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.0028378099910680299, 'e': 0.0028378099910680299}",20,9,18.315092772318522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.0025780483202702542, 'e': 0.0025780483202702542}",20,7,30.14987701667547,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.0023307221723570803, 'e': 0.0023307221723570803}",20,9,23.281552408082945,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.0020958377304693965, 'e': 0.0020958377304693965}",25,3,37.708962709577506,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.0018734008667058988, 'e': 0.0018734008667058988}",20,12,14.88176618314926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.0016634171419767085, 'e': 0.0016634171419767085}",25,13,22.582197907855683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.0014658918058639281, 'e': 0.0014658918058639281}",25,13,20.05528891795454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.0012808297964907456, 'e': 0.0012808297964907456}",25,13,24.769165072140435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.0011082357403976451, 'e': 0.0011082357403976451}",20,7,23.320829109202606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.00094811395242716534, 'e': 0.00094811395242716534}",25,0,40.70158088124233,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",20,14,11.19151278872339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,13,12.92434799312269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,12,32.65945710269449,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,12,16.277466308370418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,13,12.15492834684764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,13,11.599833726100925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,23,12.124736055948214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,13,23.523050777281703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,17,15.172514511622023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,10,27.443460384871134,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,12,15.83003357512948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,7,20.702202862687646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",25,12,27.030833392487104,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,11,24.026710303073084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,2,37.312067777953004,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,7,27.931772462249924,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",30,14,28.48593715216815,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,10,15.480614045711233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,3,28.378660796234016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,13,14.651872789444225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
